시간,규모,진앙,위도,경도,위치
2016-09-128:17:00PM,2.3,18,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-128:26:00PM,2.5,17,35.77,129.2,경북경주시남쪽8km지역
2016-09-128:32:00PM,5.8,15,35.76,129.19,경북경주시남남서쪽8.7km지역
2016-09-128:34:00PM,3.6,12,35.78,129.19,경북경주시남남서쪽7km지역
2016-09-128:36:00PM,3.4,13,35.75,129.18,경북경주시남남서쪽10km지역
2016-09-128:38:00PM,3,15,35.78,129.2,경북경주시남남서쪽7km지역
2016-09-128:39:00PM,3,16,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-128:40:00PM,3,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-128:42:00PM,2.5,13,35.79,129.2,경북경주시남남서쪽5km지역
2016-09-128:43:00PM,2.4,13,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-128:44:00PM,2.5,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-128:45:00PM,2.3,15,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-128:45:00PM,2.7,14,35.78,129.2,경북경주시남남서쪽7km지역
2016-09-128:46:00PM,2.4,16,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-128:47:00PM,2.2,14,35.81,129.23,경북경주시남남동쪽3km지역
2016-09-128:47:00PM,2.9,16,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-128:51:00PM,2.6,16,35.75,129.16,경북경주시남남서쪽11km지역
2016-09-128:55:00PM,2,11,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-128:58:00PM,2.1,16,35.77,129.17,경북경주시남남서쪽9km지역
2016-09-129:00:00PM,2.5,18,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-129:07:00PM,2,15,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-129:09:00PM,2.2,15,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-129:16:00PM,2.1,13,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-129:20:00PM,2.8,19,35.78,129.18,경북경주시남남서쪽7km지역
2016-09-129:33:00PM,2.3,17,35.76,129.02,경북경주시서남서쪽20km지역
2016-09-129:38:00PM,2.6,18,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-129:54:00PM,2.2,16,35.76,129.16,경북경주시남남서쪽10km지역
2016-09-129:54:00PM,2.1,12,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-1210:06:00PM,2.1,16,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-1210:08:00PM,2,18,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1210:13:00PM,2.4,17,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-1210:17:00PM,2.5,15,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1210:18:00PM,2,17,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-1210:22:00PM,2.2,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1210:23:00PM,2.4,17,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-1210:47:00PM,2.1,13,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-1211:18:00PM,3,17,35.76,129.17,경북경주시남남서쪽8km지역
2016-09-1211:52:00PM,3.1,18,35.75,129.18,경북경주시남남서쪽10km지역
2016-09-1211:53:00PM,2.2,16,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-1312:07:00AM,2.2,16,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-1312:10:00AM,2,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1312:15:00AM,2,15,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1312:21:00AM,2.5,18,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-1312:32:00AM,2.1,16,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-1312:37:00AM,3.1,19,35.78,129.21,경북경주시남쪽6km지역
2016-09-1312:45:00AM,2.2,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-131:03:00AM,2,17,35.77,129.17,경북경주시남남서쪽9km지역
2016-09-131:23:00AM,2.2,17,35.75,129.19,경북경주시남남서쪽10km지역
2016-09-131:31:00AM,2,16,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-131:35:00AM,2.3,17,35.75,129.17,경북경주시남남서쪽11km지역
2016-09-131:37:00AM,2.2,17,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-131:58:00AM,2.5,17,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-132:03:00AM,2.1,17,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-132:03:00AM,2.2,14,35.78,129.19,경북경주시남남서쪽7km지역
2016-09-132:09:00AM,2,17,35.75,129.18,경북경주시남남서쪽10km지역
2016-09-133:11:00AM,2.1,17,35.75,129.17,경북경주시남남서쪽11km지역
2016-09-134:13:00AM,2.1,16,35.78,129.19,경북경주시남남서쪽7km지역
2016-09-134:41:00AM,2.1,17,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-134:56:00AM,2,15,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-135:15:00AM,2,16,35.77,129.18,경북경주시남남서쪽9km지역
2016-09-136:15:00AM,2.3,19,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-136:48:00AM,2,16,35.78,129.18,경북경주시남남서쪽7km지역
2016-09-137:03:00AM,2.1,18,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-137:47:00AM,2.4,17,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-138:24:00AM,3.2,14,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-138:47:00AM,2.3,17,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-139:23:00AM,2.3,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1310:01:00AM,2.3,18,35.78,129.19,경북경주시남남서쪽7km지역
2016-09-1310:05:00AM,2,18,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1310:44:00AM,2.2,18,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1310:58:00AM,2,18,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-1312:27:00PM,2.2,18,35.78,129.19,경북경주시남남서쪽7km지역
2016-09-1312:33:00PM,2,18,35.76,129.16,경북경주시남남서쪽10km지역
2016-09-131:09:00PM,2.3,16,35.77,129.17,경북경주시남남서쪽9km지역
2016-09-131:16:00PM,2.4,16,35.77,129.17,경북경주시남남서쪽9km지역
2016-09-131:18:00PM,2.1,16,35.77,129.17,경북경주시남남서쪽9km지역
2016-09-132:31:00PM,3,14,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-132:41:00PM,2.1,16,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-134:02:00PM,2.5,17,35.76,129.2,경북경주시남쪽9km지역
2016-09-134:21:00PM,2,18,35.75,129.17,경북경주시남남서쪽10km지역
2016-09-134:52:00PM,2.5,19,35.75,129.18,경북경주시남남서쪽10km지역
2016-09-135:15:00PM,2,17,35.77,129.18,경북경주시남남서쪽9km지역
2016-09-136:54:00PM,2.1,18,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-139:49:00PM,2.1,16,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-1311:08:00PM,2.3,14,35.73,129.36,경북경주시남동쪽18km지역
2016-09-1412:48:00AM,3,13,35.75,129.18,경북경주시남남서쪽11km지역
2016-09-141:37:00AM,2.1,17,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-143:55:00AM,2.4,19,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-144:43:00AM,2.1,17,35.77,129.17,경북경주시남남서쪽9km지역
2016-09-1411:57:00AM,2.4,15,33.93,126.62,전남완도군남남서쪽44km해역
2016-09-1412:38:00PM,2.2,18,35.78,129.19,경북경주시남남서쪽7km지역
2016-09-144:47:00PM,2.1,17,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-145:27:00PM,2.3,18,35.77,129.17,경북경주시남남서쪽9km지역
2016-09-1410:31:00PM,2.4,18,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-153:22:00AM,2.7,18,35.76,129.18,경북경주시남쪽9km지역
2016-09-157:47:00PM,2.2,20,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-158:48:00PM,2.6,19,35.76,129.19,경북경주시남남서쪽9km지역
2016-09-165:31:00AM,2.2,18,35.78,129.19,경북경주시남남서쪽7km지역
2016-09-163:13:00PM,2.3,16,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-166:58:00PM,2,19,35.75,129.18,경북경주시남남서쪽10km지역
2016-09-167:15:00PM,2,16,35.76,129.18,경북경주시남남서쪽10km지역
2016-09-167:54:00PM,2.1,13,35.74,129.17,경북경주시남남서쪽12km지역
2016-09-169:14:00PM,2.2,18,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-177:12:00AM,2.1,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-174:21:00PM,2.1,18,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-184:27:00PM,2.4,16,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-1810:38:00PM,2,14,35.75,129.18,경북경주시남남서쪽10km지역
2016-09-199:17:00AM,2.1,17,35.76,129.17,경북경주시남남서쪽10km지역
2016-09-198:33:00PM,4.5,14,35.74,129.18,경북경주시남남서쪽11km지역
2016-09-199:00:00PM,2.1,18,35.75,129.17,경북경주시남남서쪽11km지역
2016-09-209:58:00AM,2.4,19,35.76,129.2,경북경주시남쪽9km지역
2016-09-203:05:00PM,2.5,0,38.36,128.09,북한강원도양구군북북동쪽29km지역
2016-09-208:03:00PM,2.1,17,35.77,129.19,경북경주시남남서쪽8km지역
2016-09-2112:59:00AM,2.1,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-213:36:00AM,2.9,14,35.77,129.18,경북경주시남남서쪽8km지역
2016-09-2111:36:00AM,2.2,16,35.78,129.15,경북경주시남서쪽9km지역
2016-09-2111:53:00AM,3.5,18,35.75,129.18,경북경주시남남서쪽10km지역
2016-09-2212:01:00AM,2.3,16,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-223:22:00AM,2.1,14,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-236:21:00PM,2.1,17,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-247:56:00PM,2.5,15,35.79,129.19,경북경주시남남서쪽6km지역
2016-09-284:34:00PM,3.1,13,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-286:54:00PM,2.8,1,38.74,125.69,북한황해북도송림시동쪽5km지역
2016-09-287:00:00PM,2.6,0,38.74,125.73,북한황해북도송림시동쪽8km지역
2016-09-289:10:00PM,2.7,15,35.77,129.17,경북경주시남남서쪽9km지역
2016-09-3011:09:00AM,2.1,15,35.76,129.18,경북경주시남남서쪽9km지역
2016-09-304:24:00PM,2,17,35.77,129.16,경북경주시남남서쪽9km지역
2016-09-306:06:00PM,2.3,16,35.76,129.16,경북경주시남남서쪽10km지역
2016-09-309:52:00PM,2.2,15,35.75,129.18,경북경주시남남서쪽10km지역
2016-10-011:04:00PM,2,15,35.76,129.18,경북경주시남남서쪽9km지역
2016-10-015:00:00PM,2.3,15,35.76,129.18,경북경주시남남서쪽9km지역
2016-10-028:53:00PM,3,18,35.75,129.19,경북경주시남남서쪽10km지역
2016-10-043:16:00PM,2.6,15,35.76,129.19,경북경주시남남서쪽9km지역
2016-10-0511:29:00PM,2.3,35,38.76,125.62,북한황해북도송림시북북서쪽3km지역
2016-10-075:17:00PM,2.2,17,35.77,129.23,경북경주시남쪽8km지역
2016-10-092:03:00PM,2.2,11,35.08,126.93,광주동구남쪽7km지역
2016-10-1010:59:00PM,3.3,17,35.75,129.18,경북경주시남남서쪽10km지역
2016-10-1212:29:00AM,2.9,18,35.76,129.18,경북경주시남남서쪽9km지역
2016-10-148:20:00AM,2.3,15,35.76,129.19,경북경주시남남서쪽9km지역
2016-10-156:55:00PM,2.5,16,35.74,129.18,경북경주시남남서쪽11km지역
2016-10-1511:49:00PM,2.2,12,35.76,129.17,경북경주시남남서쪽10km지역
2016-10-2012:17:00PM,2.4,15,35.76,129.19,경북경주시남남서쪽9km지역
2016-10-2110:13:00AM,2.2,14,36.46,126.87,충남청양군동쪽6km지역
2016-10-2112:47:00PM,2.6,12,35.75,129.17,경북경주시남남서쪽11km지역
2016-10-233:00:00AM,2.7,14,35.78,129.2,경북경주시남남서쪽7km지역
2016-10-249:02:00AM,2.2,7,37.25,127.02,경기수원시권선구동쪽4km지역
2016-10-253:23:00AM,2,15,35.76,129.19,경북경주시남남서쪽9km지역
2016-10-257:57:00PM,2.4,8,35.7,129.37,경북경주시남동쪽21km지역
2016-11-023:01:00AM,2.3,10,33.53,126.88,제주제주시동쪽33km지역
2016-11-033:46:00AM,2.1,14,35.75,129.18,경북경주시남남서쪽10km지역
2016-11-0310:02:00AM,2.3,18,35.76,129.19,경북경주시남남서쪽9km지역
2016-11-0310:36:00AM,2.3,11,35.76,129.19,경북경주시남남서쪽9km지역
2016-11-0311:35:00PM,2.6,16,35.32,128.49,경남함안군북동쪽9km지역
2016-11-066:26:00AM,3.5,12,33.76,125.07,전남신안군흑산면남남서쪽106km해역
2016-11-098:55:00PM,2.3,20,36.55,129.6,경북영덕군북동쪽26km해역
2016-11-1010:37:00PM,2.5,18,36.46,129.89,경북영덕군동쪽47km해역
2016-11-132:27:00AM,2.3,0,38.76,125.66,북한황해북도송림시북동쪽3km지역
2016-11-139:52:00PM,3.5,10,36.36,126.63,충남보령시북북동쪽4km지역
2016-11-1512:22:00PM,2.5,9,38.35,128.09,북한강원도금강군남남동쪽29km지역
2016-11-154:27:00PM,2,18,35.76,129.19,경북경주시남남서쪽9km지역
2016-11-1611:15:00PM,2.1,6,34.86,125.08,전남신안군흑산면서북서쪽43km해역
2016-11-182:02:00AM,2,13,35.51,128.09,경남합천군남서쪽9km지역
2016-11-193:29:00AM,2.1,14,35.76,129.19,경북경주시남남서쪽9km지역
2016-11-256:53:00PM,2.3,14,35.75,129.17,경북경주시남남서쪽11km지역
2016-11-276:53:00AM,2.5,10,36.34,127.33,대전유성구남서쪽3km지역
2016-11-278:08:00PM,2.2,12,36.02,127.39,충남금산군남서쪽13km지역
2016-11-288:57:00PM,2.4,18,35.77,129.19,경북경주시남남서쪽8km지역
2016-11-2811:33:00PM,2.2,10,38.49,126.14,북한황해북도평산군북서쪽28km지역
2016-11-2910:09:00AM,2.9,17,33.4,125.72,제주제주시고산서북서쪽43km해역
2016-12-024:45:00AM,2.1,14,35.76,129.19,경북경주시남남서쪽9km지역
2016-12-0512:47:00AM,2.1,14,35.77,129.18,경북경주시남남서쪽8km지역
2016-12-057:42:00AM,2.1,21,35.81,129.72,경북포항시남구남동쪽39km해역
2016-12-0710:34:00PM,2.4,0,37.18,125.48,인천옹진군연평도남남서쪽57km해역
2016-12-0911:30:00AM,2.4,8,35.69,129.36,경북경주시남동쪽21km지역
2016-12-1012:51:00AM,2.1,18,35.77,129.17,경북경주시남남서쪽9km지역
2016-12-103:51:00PM,2,12,37.63,129.68,강원삼척시동북동쪽50km해역
2016-12-114:05:00PM,2.6,14,36.07,125.57,충남태안군서격렬비도남쪽59km해역
2016-12-124:46:00AM,2.2,13,35.76,129.18,경북경주시남남서쪽9km지역
2016-12-125:53:00PM,3.3,16,35.76,129.18,경북경주시남남서쪽9km지역
2016-12-1410:05:00AM,2.1,12,36.54,128.08,경북상주시북북서쪽16km지역
2016-12-145:20:00PM,3.3,12,35.76,129.17,경북경주시남남서쪽10km지역
2016-12-155:14:00PM,2.1,14,35.76,129.19,경북경주시남남서쪽9km지역
2016-12-229:13:00PM,2.2,18,34.45,128.54,경남통영시매물도남쪽22km해역
2016-12-235:31:00AM,2.2,10,36.12,129.36,경북포항시북구북쪽9km지역
2016-12-251:59:00AM,2.4,17,35.25,129.39,부산기장군동쪽15km해역
2016-12-256:29:00AM,2.5,11,35.78,129.31,경북경주시남동쪽11km지역
2016-12-295:53:00AM,2.6,6,38.71,125.76,북한황해북도송림시동남동쪽11km지역
2016-12-299:32:00PM,2.3,9,36.12,129.36,경북포항시북구북쪽9km지역
2016-12-303:04:00PM,2.5,10,38.64,125.76,북한황해북도사리원시북쪽15km지역
2016-12-318:01:00AM,2.6,0,39.31,126.27,북한평안남도성천군북북동쪽9km지역
2017-01-045:00:00AM,2.5,18,36.58,129.24,경북영덕군북북서쪽22km지역
2017-01-065:31:00AM,3.3,12,35.75,129.17,경북경주시남남서쪽11km지역
2017-01-065:33:00AM,2.2,12,35.75,129.18,경북경주시남남서쪽10km지역
2017-01-076:37:00AM,2.4,1,38.69,125.73,북한황해북도송림동남동쪽10km지역
2017-01-1112:10:00AM,2.1,20,36.44,128.42,경북의성군서북서쪽27km지역
2017-01-1411:52:00AM,2.2,10,35.17,127.79,경남하동군북북동쪽12km지역
2017-01-166:57:00AM,2.7,21,33.64,127.51,전남여수시거문도남남동쪽47km해역
2017-01-167:54:00PM,2.1,20,36.33,126.59,충남보령시서쪽2km지역
2017-01-174:06:00PM,2.8,6,38.71,125.86,북한황해북도송림동쪽20km지역
2017-01-1812:49:00PM,2.5,4,35.02,125.06,전남신안군흑산면북서쪽56km해역
2017-01-213:27:00AM,2.6,15,35.75,129.18,경북경주시남남서쪽10km지역
2017-01-244:07:00AM,2.6,16,35.77,129.17,경북경주시남남서쪽9km지역
2017-01-2610:53:00PM,2,0,33.54,126.87,제주제주시동쪽32km해역
2017-01-291:45:00PM,2.6,8,38.7,127.16,북한강원평강북북서쪽34km지역
2017-02-057:07:00PM,2.5,21,33.61,126.73,제주제주시동북동쪽22km해역
2017-02-058:06:00PM,2.6,3,39.61,127.64,북한함경남도함흥남남동쪽34km해역
2017-02-105:22:00AM,2.2,20,35.65,129.57,울산북구동북동쪽20km해역
2017-02-106:01:00PM,2.6,0,38.54,125.84,북한황해북도사리원동북동쪽8km지역
2017-02-129:22:00AM,2.3,22,35.69,129.58,울산북구동북동쪽23km해역
2017-02-162:34:00AM,2.9,15,35.78,129.2,경북경주시남남서쪽7km지역
2017-02-166:20:00PM,2.3,17,35.64,128.09,경남합천군북서쪽11km지역
2017-02-184:53:00PM,2,15,33.23,126.18,제주서귀포시서쪽35km해역
2017-02-188:58:00PM,2.4,17,35.23,126.94,광주북구북북동쪽7km지역
2017-02-213:21:00AM,2.1,14,35.76,129.2,경북경주시남쪽9km지역
2017-02-221:08:00PM,2.1,14,35.77,129.18,경북경주시남남서쪽8km지역
2017-02-239:03:00PM,3.1,7,37.4,124.89,인천백령도남남동쪽64km해역
2017-02-2411:34:00AM,2.3,14,36.38,127.79,충북옥천군동북동쪽21km지역
2017-02-2412:29:00PM,2.5,8,38.89,126.09,북한평양동남동쪽33km지역
2017-02-256:58:00AM,2.2,19,35.74,129.17,경북경주시남남서쪽12km지역
2017-02-256:59:00AM,2.4,15,35.74,129.18,경북경주시남남서쪽11km지역
2017-03-046:33:00AM,2.3,7,35.99,127.95,경북김천시남서쪽22km지역
2017-03-057:52:00AM,2.4,17,35.75,129.17,경북경주시남남서쪽11km지역
2017-03-059:18:00AM,3.2,13,37.75,129.66,강원동해시동북동쪽54km해역
2017-03-059:28:00AM,2.4,8,37.74,129.69,강원동해시동북동쪽56km해역
2017-03-053:09:00PM,2.1,9,37.72,129.59,강원동해시동북동쪽47km해역
2017-03-057:19:00PM,2.1,7,37.77,129.7,강원동해시동북동쪽58km해역
2017-03-066:21:00AM,2,1,35.75,126.1,전북부안군위도북서쪽24km해역
2017-03-073:48:00AM,2.2,20,36.3,128.23,경북구미시북북서쪽23km지역
2017-03-076:53:00AM,2.6,0,37.75,129.71,강원동해시동북동쪽58km해역
2017-03-092:24:00AM,2,22,35.82,129.78,경북포항시남구동남동쪽43km해역
2017-03-145:41:00AM,2.1,22,34.64,127.78,전남여수시남동쪽17km지역
2017-03-193:01:00AM,2.9,14,33.32,127.18,제주서귀포시성산동남동쪽29km해역
2017-03-2111:19:00PM,2.4,0,38.52,126.03,북한황해북도사리원동쪽23km지역
2017-03-279:28:00AM,2,9,35.21,126.95,광주북구북동쪽5km지역
2017-03-2812:48:00AM,2.2,0,37.17,125.48,인천옹진군연평도남남서쪽58km해역
2017-03-283:45:00PM,2,16,35.79,129.2,경북경주시남남서쪽5km지역
2017-03-309:49:00PM,2,17,35.76,129.19,경북경주시남남서쪽9km지역
2017-03-311:46:00PM,3.3,17,35.78,129.2,경북경주시남남서쪽7km지역
2017-03-311:53:00PM,2.5,15,35.78,129.2,경북경주시남남서쪽6km지역
2017-04-014:04:00PM,2.2,16,35.78,129.2,경북경주시남남서쪽7km지역
2017-04-0411:25:00PM,2.2,21,35.67,129.85,울산동구동북동쪽43km해역
2017-04-0712:04:00AM,2,4,35.97,127.8,전북무주군동남동쪽13km지역
2017-04-086:20:00PM,2.7,11,35.76,129.18,경북경주시남남서쪽9km지역
2017-04-0811:13:00PM,2.1,0,38.72,125.61,북한황해북도송림북북서쪽2km지역
2017-04-091:45:00AM,2.1,13,35.76,129.2,경북경주시남쪽9km지역
2017-04-092:12:00PM,2.4,5,38.99,126.2,북한평안남도성천남쪽28km지역
2017-04-104:02:00AM,2.3,17,35.16,128.77,경남창원시진해구동북동쪽6km지역
2017-04-155:41:00AM,2.2,15,35.76,129.18,경북경주시남남서쪽9km지역
2017-04-1511:31:00AM,3.1,13,36.11,129.36,경북포항시북구북쪽8km지역
2017-04-155:16:00PM,2,8,36.11,129.37,경북포항시북구북쪽8km지역
