시간,규모,진앙,위도,경도,위치
2018-09-254:05:00AM,2.5,16,33.46,125.8,제주제주시서쪽68km해역
2018-09-2712:24:00PM,2.4,0,38.74,125.7,북한황해북도송림동쪽6km지역
2018-10-124:43:00PM,2.3,13,38.67,127.18,북한강원평강북북서쪽30km지역
2018-10-142:46:00PM,2.4,0,37.49,124.58,인천옹진군백령도남쪽52km해역
2018-10-173:14:00AM,2,14,36.16,127.3,충남논산시동쪽18km지역
2018-10-201:22:00AM,2.6,0,37.26,129.96,경북울진군동북동쪽58km해역
2018-10-2212:09:00PM,2.1,11,35.61,124.94,전북군산시어청도서남서쪽109km해역
2018-10-243:14:00PM,2.2,7,38.04,125.37,북한황해남도옹진북쪽12km지역
2018-10-255:53:00AM,2.3,16,35.76,129.19,경북경주시남남서쪽9km지역
2018-11-045:04:00PM,2.5,15,36.08,128.25,경북김천시동남동쪽14km지역
2018-11-0512:01:00PM,3.2,2,37.8,124.9,인천옹진군백령도남동쪽26km해역
2018-11-0512:07:00PM,3.1,15,37.85,124.87,인천옹진군백령도남동쪽20km해역
2018-11-193:34:00AM,2.1,19,36.42,127.3,대전유성구북서쪽8km지역
2018-11-202:10:00PM,2.3,17,33.52,127.29,전남여수시거문도남쪽57km해역
2018-11-226:36:00PM,2.2,19,35.91,129.71,경북포항시남구동남동쪽33km해역
2018-11-248:16:00AM,2.9,10,38.7,127.16,북한강원평강북북서쪽34km지역
2018-11-252:58:00AM,2.2,0,38.73,125.92,북한황해북도송림동쪽25km지역
2018-11-2511:27:00PM,2.1,12,33.15,126.09,제주서귀포시서남서쪽45km해역
2018-11-293:05:00AM,3.3,13,34.94,124.53,전남신안군흑산도서북서쪽92km해역
2018-11-292:52:00PM,2.1,17,37.32,129.69,경북울진군북동쪽44km해역
2018-12-058:01:00AM,2.1,17,36.45,129.62,경북영덕군동쪽23km해역
2018-12-058:28:00AM,2.5,17,36.45,129.62,경북영덕군동쪽23km해역
2018-12-084:16:00AM,2.4,17,36.31,128.25,경북구미시북북서쪽23km지역
2018-12-092:06:00PM,2.2,19,35.86,129.69,경북포항시남구동남동쪽34km해역
2018-12-123:43:00AM,2.1,12,35.72,126.78,전북부안군동남동쪽4km지역
2018-12-172:16:00AM,2.2,20,36.53,129.65,경북영덕군동북동쪽28km해역
2018-12-201:23:00PM,2,21,35.88,129.69,경북포항시남구동남동쪽33km해역
2018-12-214:06:00PM,2.7,12,35.76,127.95,경남거창군북북동쪽9km지역
2018-12-273:10:00AM,2,5,36.99,128.89,경북봉화군북동쪽18km지역
2019-01-016:49:00AM,3.1,19,36.53,129.66,경북영덕군동북동쪽29km해역
2019-01-027:20:00AM,2.8,12,41.3,129.21,북한함경북도길주북북서쪽40km지역
2019-01-021:12:00PM,2.2,5,36.77,128.31,경북문경시북북동쪽23km지역
2019-01-093:10:00AM,3.7,18,37.37,124.23,인천옹진군백령도남남서쪽76km해역
2019-01-105:31:00AM,2.5,17,35.79,129.2,경북경주시남남서쪽5km지역
2019-01-139:09:00PM,2,17,37.02,127.93,충북충주시북쪽3km지역
2019-01-179:34:00PM,2.7,17,33.94,127.62,전남여수시거문도동남동쪽30km해역
2019-01-317:57:00PM,2.2,19,36.53,129.66,경북영덕군동북동쪽29km해역
2019-02-1012:53:00PM,4.1,21,36.16,129.9,경북포항시북구동북동쪽50km해역
2019-02-102:12:00PM,2.5,21,36.16,129.85,경북포항시북구동북동쪽45km해역
2019-02-135:16:00AM,2.7,21,38.9,125.86,북한평양남동쪽17km지역
2019-02-1710:19:00PM,2.6,12,33.29,126.25,제주서귀포시서쪽29km지역
2019-02-185:33:00AM,2.4,19,36.72,128.41,경북예천군북북서쪽8km지역
2019-02-2010:14:00PM,2.9,14,36.51,125.5,충남태안군서격렬비도남남서쪽12km해역
2019-02-259:30:00AM,2.9,10,36.77,129.03,경북영양군북북서쪽14km지역
2019-02-279:22:00PM,2.2,12,37.31,124.74,인천옹진군백령도남쪽72km해역
2019-03-032:25:00PM,2.5,2,39.63,127.12,북한함경남도금야북서쪽15km지역
2019-03-093:06:00PM,2,12,36.82,128.73,경북봉화군남쪽8km지역
2019-03-114:27:00AM,2.4,15,33.47,126.4,제주제주시서남서쪽13km지역
2019-03-1312:20:00PM,2.4,13,33.63,126.93,제주제주시동북동쪽40km해역
2019-03-177:28:00PM,2.3,13,36.34,127.87,충북옥천군동쪽27km지역
2019-03-195:31:00AM,2.2,11,38.01,126,북한황해남도해주동쪽25km지역
2019-03-214:41:00AM,2.8,11,41.32,129.09,북한함경북도길주북북서쪽45km지역
2019-03-217:13:00AM,2.7,6,37.56,125.2,북한황해남도옹진남남서쪽43km해역
2019-03-284:21:00PM,2.2,16,33.62,126.94,제주제주시동북동쪽40km해역
2019-04-1911:16:00AM,4.3,32,37.88,129.54,강원동해시북동쪽54km해역
2019-04-225:45:00AM,3.8,21,36.86,129.8,경북울진군동남동쪽38km해역
2019-04-271:10:00AM,2.5,17,33.79,126.09,제주제주시북서쪽52km해역
2019-05-045:43:00AM,2.4,6,37.42,124.56,인천옹진군백령도남쪽60km해역
2019-05-054:57:00PM,2.1,18,36.55,129.54,경북영덕군북동쪽22km해역
2019-05-104:05:00PM,2,12,36.56,129.64,경북영덕군동북동쪽29km해역
2019-05-1311:50:00PM,2.4,17,33.35,127.17,제주서귀포시동쪽58km해역
2019-05-1612:35:00AM,3.3,5,39.15,126.47,북한평안남도양덕서남서쪽16km지역
2019-05-1711:08:00AM,2.4,6,38.37,126.3,북한황해북도평산서북서쪽9km지역
2019-06-1111:18:00PM,2.5,19,35.76,129.19,경북경주시남남서쪽9km지역
2019-06-1510:07:00PM,2.2,21,35.71,126.36,전북부안군서쪽34km해역
2019-06-211:20:00PM,2.5,7,38.81,125.68,북한황해북도송림북북동쪽9km지역
2019-06-225:43:00AM,2.7,2,38.81,125.71,북한황해북도송림북동쪽10km지역
2019-06-225:49:00AM,3.4,3,38.81,125.7,북한황해북도송림북동쪽10km지역
2019-06-235:26:00AM,3.4,3,38.81,125.7,북한황해북도송림북동쪽10km지역
2019-06-231:15:00PM,2.4,6,38.75,125.73,북한황해북도송림동쪽8km지역
2019-06-236:41:00PM,2.4,16,36.69,128.41,경북예천군북서쪽5km지역
2019-06-273:19:00PM,3.9,2,38.8,125.69,북한황해북도송림북동쪽9km지역
2019-06-273:37:00PM,2.5,3,38.77,125.7,북한황해북도송림북동쪽7km지역
2019-06-273:39:00PM,2.1,2,38.75,125.71,북한황해북도송림동북동쪽7km지역
2019-07-028:51:00PM,2.7,21,35.88,129.69,경북포항시남구동남동쪽33km해역
2019-07-082:04:00PM,2.2,20,37.89,129.55,강원동해시북동쪽56km해역
2019-07-101:55:00AM,2.1,6,38.7,125.73,북한황해북도송림동남동쪽9km지역
2019-07-2012:38:00AM,2,15,36.33,128.08,경북상주시남서쪽11km지역
2019-07-2111:04:00AM,3.9,14,36.5,128.1,경북상주시북북서쪽11km지역
2019-07-221:15:00AM,2,13,35.82,125.56,전북군산시어청도남서쪽50km해역
2019-07-251:46:00AM,2.8,13,37.35,129.84,경북울진군북동쪽56km해역
2019-07-305:45:00AM,2.1,6,35,128.3,경남고성군북서쪽4km지역
2019-08-097:30:00PM,2.2,2,39.31,124.71,북한평안북도철산남쪽51km해역
2019-08-1010:45:00PM,2.3,18,33.78,126.92,전남여수시거문도남서쪽45km해역
2019-08-116:19:00PM,2.1,10,37.97,124.63,인천옹진군백령도서북서쪽5km지역
2019-08-2010:34:00AM,2.8,22,33.57,124.81,전남신안군흑산도남남서쪽135km해역
2019-08-237:50:00PM,2.7,7,37.96,124.69,인천옹진군백령도북동쪽1km지역
2019-08-282:22:00PM,2.5,26,36.24,130.01,경북영덕군동남동쪽61km해역
2019-09-0112:58:00PM,2.3,16,39.51,126.1,북한평안남도개천남동쪽27km지역
2019-09-0711:38:00PM,2,14,35.48,129.54,울산동구동남동쪽12km해역
2019-09-114:52:00AM,2,9,38.13,127.09,경기연천군북북동쪽4km지역
2019-09-196:19:00PM,2.6,6,33.65,124.99,전남신안군흑산도남남서쪽120km해역
2019-09-213:11:00PM,3.5,17,38.67,127.17,북한강원평강북북서쪽31km지역
2019-09-2211:07:00AM,3.3,17,34.16,125.16,전남신안군흑산도남남서쪽62km해역
2019-09-262:57:00AM,2.3,8,36.09,129.33,경북포항시북구북북서쪽6km지역
2019-10-0210:36:00PM,2.3,11,38.79,125.78,북한황해북도송림동북동쪽14km지역
2019-10-043:57:00AM,2.6,9,35.47,128.86,경남밀양시동남동쪽11km지역
2019-10-128:46:00PM,2.5,17,35.18,129.77,울산동구남동쪽48km해역
2019-10-137:52:00PM,2,20,36.53,129.65,경북영덕군동북동쪽28km해역
2019-10-1510:30:00PM,2.3,3,38.77,125.71,북한황해북도송림동북동쪽8km지역
2019-10-2012:05:00AM,2.2,10,33.41,125.13,제주제주시서쪽130km해역
2019-10-273:37:00PM,3.4,11,35.41,128.49,경남창녕군남쪽15km지역
2019-10-302:01:00AM,2.3,5,36.68,128.61,경북안동시북서쪽16km지역
2019-10-314:29:00PM,2.1,3,37.24,126.11,인천옹진군서남서쪽52km지역
2019-11-0911:14:00PM,2.4,9,37.62,124.65,인천옹진군백령도남쪽37km해역
2019-11-216:08:00AM,2.3,6,35.13,124.93,전남신안군흑산도북서쪽73km해역
2019-11-217:55:00PM,2.4,12,33.83,128.09,전남여수시거문도동남동쪽75km해역
2019-11-2912:04:00PM,2,21,36.86,129.79,경북울진군동남동쪽38km해역
2019-12-045:19:00PM,2.6,9,33.94,124.7,전남신안군흑산도남서쪽106km해역
2019-12-0812:09:00PM,2,0,35.12,124.96,전남신안군흑산도북서쪽70km해역
2019-12-128:29:00PM,2.1,21,33.55,126.92,제주제주시동쪽36km해역
2019-12-152:15:00PM,2,11,37.16,126.22,충남서산시북북서쪽46km해역
2019-12-174:00:00PM,2.1,11,38.01,126,북한황해남도해주동쪽25km지역
2019-12-246:19:00AM,2.4,18,33.29,127.16,제주서귀포시동쪽56km해역
2019-12-298:43:00AM,2.3,17,33.33,127.16,제주서귀포시동쪽56km해역
2019-12-3012:32:00AM,3.5,20,35.56,128.9,경남밀양시동북동쪽15km지역
2019-12-301:44:00AM,2.1,19,35.56,128.9,경남밀양시동북동쪽15km지역
2020-01-086:03:00AM,2,17,35.91,128.38,경북성주군동쪽9km지역
2020-01-1510:46:00PM,2.1,8,37.11,128.29,충북제천시동남동쪽9km지역
2020-01-299:33:00AM,2.5,1,41.29,129.11,북한함경북도길주북북서쪽41km지역
2020-01-3012:52:00AM,3.2,21,36.59,128.12,경북상주시북쪽20km지역
2020-02-092:41:00PM,2.4,9,35.77,129.03,경북경주시서남서쪽18km지역
2020-02-168:03:00PM,2.7,19,36.26,130.49,경북영덕군동쪽102km해역
2020-02-2910:02:00PM,2.7,8,38.46,126.17,북한황해북도평산북서쪽24km지역
2020-02-2910:03:00PM,2.4,8,38.45,126.17,북한황해북도평산북서쪽24km지역
2020-03-101:16:00AM,2,12,35.44,125.54,전북군산시어청도남남서쪽85km해역
2020-03-204:02:00PM,2.7,9,35.39,128.01,경남산청군동남동쪽13km지역
2020-04-037:44:00PM,2.2,0,38.75,125.72,북한황해북도송림동북동쪽8km지역
2020-04-187:36:00AM,2.3,14,37.58,126.14,인천강화군서남서쪽36km해역
2020-04-228:54:00PM,2.1,9,38.11,130.01,강원동해시북동쪽102km해역
2020-04-242:07:00AM,2.3,15,35.3,125.54,전남신안군흑산도북쪽73km해역
2020-04-2711:07:00AM,2.8,6,35.8,127.53,전북장수군북쪽17km지역
2020-04-2812:06:00PM,2.4,10,36.16,127.43,충남금산군북서쪽8km지역
2020-04-2812:52:00PM,2.1,22,34.66,126.41,전남해남군서북서쪽20km지역
2020-04-293:10:00PM,2.4,3,39.39,126.13,북한평안남도성천북북서쪽18km지역
2020-04-307:13:00AM,2.4,21,34.66,126.4,전남해남군서북서쪽21km지역
2020-05-022:57:00AM,2.3,21,34.66,126.4,전남해남군서북서쪽21km지역
2020-05-0310:07:00PM,3.1,21,34.66,126.4,전남해남군서북서쪽21km지역
2020-05-056:44:00AM,2.4,0,38.47,126.16,북한황해북도평산북서쪽26km지역
2020-05-072:07:00AM,2.1,17,34.77,124.68,전남신안군흑산도서쪽73km해역
2020-05-091:57:00AM,2.2,21,34.66,126.4,전남해남군서북서쪽21km지역
2020-05-0912:27:00PM,2.2,8,38.87,126.22,북한평안남도성천남쪽41km지역
2020-05-117:45:00PM,3.8,16,38.68,127.18,북한강원평강북북서쪽32km지역
2020-05-133:19:00PM,2.8,12,36.1,127.34,전북완주군북동쪽27km지역
2020-05-229:18:00PM,2.1,11,37.67,125,북한황해남도옹진남서쪽43km해역
2020-05-277:23:00PM,2.8,6,36.01,128.01,경북김천시남남서쪽17km지역
2020-06-042:21:00AM,2.5,6,38.75,125.69,북한황해북도송림동북동쪽5km지역
2020-06-0812:52:00AM,2.1,5,36.01,128.01,경북김천시남남서쪽17km지역
2020-06-219:49:00AM,2.3,9,38.47,128.52,강원고성군북북동쪽11km해역
2020-06-237:58:00PM,2.1,6,37.86,126.9,경기파주시북동쪽15km지역
2020-06-243:28:00AM,2.5,0,38.66,125.95,북한황해북도사리원북동쪽24km지역
2020-07-031:59:00PM,2.3,6,37.18,128.71,강원영월군동쪽22km지역
2020-07-072:08:00PM,3.3,12,37.19,125.55,인천옹진군연평도남남서쪽54km해역
2020-07-1110:38:00PM,2.7,0,37.88,129.58,강원동해시북동쪽57km해역
2020-07-153:20:00PM,2.4,0,34.88,124.68,전남신안군흑산도서북서쪽77km해역
2020-07-207:02:00PM,2,11,34.53,128.14,경남남해군남남동쪽41km해역
2020-07-2512:34:00AM,2.2,7,34.06,125.54,전남신안군흑산도남쪽66km해역
2020-08-012:58:00AM,2,17,38.65,127.16,북한강원평강북북서쪽29km지역
2020-08-011:15:00PM,2,19,36.77,128.48,경북예천군북쪽13km지역
2020-08-051:22:00AM,2,7,38.85,125.71,북한황해북도송림북북동쪽14km지역
2020-08-079:27:00PM,2.4,1,41.3,129.09,북한함경북도길주북북서쪽43km지역
2020-08-213:52:00AM,2.5,14,37.91,125.93,북한황해남도해주남동쪽24km지역
2020-09-027:43:00PM,2.3,4,34.38,126.2,전남진도군남남서쪽13km지역
2020-09-121:31:00PM,2.4,15,36.03,128.4,경북칠곡군북쪽4km지역
2020-09-1312:54:00AM,2.9,15,37.64,124.6,인천옹진군백령도남남서쪽35km해역
2020-09-201:22:00AM,2.2,17,36.51,127.14,충남공주시북북동쪽7km지역
2020-09-228:08:00PM,2.1,15,36.6,129.37,경북영덕군북쪽21km지역
2020-10-029:31:00PM,2.5,0,38.74,125.89,북한황해북도송림동쪽22km지역
2020-10-0210:29:00PM,2.6,0,38.74,125.9,북한황해북도송림동쪽23km지역
2020-10-031:37:00AM,2.3,0,38.83,126.03,북한황해북도연산서남서쪽20km지역
2020-10-074:05:00AM,2.1,22,33.92,127.44,전남여수시거문도남동쪽16km해역
2020-10-094:38:00AM,2.1,15,35.75,129.17,경북경주시남남서쪽13km지역
2020-10-243:09:00PM,2.1,21,33.93,127.45,전남여수시거문도남동쪽16km해역
2020-10-257:10:00PM,2.5,17,33.89,125.65,전남진도군남서쪽87km해역
2020-11-044:41:00AM,2.8,2,38.79,125.72,북한황해북도송림북동쪽10km지역
2020-11-047:23:00AM,2.2,23,35.83,129.78,경북포항시남구동남동쪽43km해역
2020-11-044:50:00PM,2.4,22,35.84,129.79,경북포항시남구동남동쪽43km해역
2020-11-066:27:00PM,2,8,36.43,128.14,경북상주시북서쪽3km지역
2020-11-083:26:00PM,2.9,9,36.41,128.22,경북상주시동쪽5km지역
2020-11-1512:00:00AM,2.1,17,35.76,129.18,경북경주시남남서쪽11km지역
2020-11-173:10:00AM,2.6,4,41.28,129.18,북한함경북도길주북북서쪽38km지역
2020-11-1911:17:00PM,3.1,15,37.99,125.37,북한황해남도옹진북쪽7km지역
2020-12-155:15:00PM,2.3,16,37.7,125.17,북한황해남도옹진남남서쪽31km해역
2020-12-185:17:00PM,2.7,16,37.66,129.32,강원동해시북동쪽24km해역
2020-12-239:28:00PM,2.2,12,37.73,126.73,경기파주시남서쪽6km지역
2021-01-148:17:00AM,2.1,0,36.86,125.43,충남태안군서격렬비도북북서쪽30km해역
2021-01-246:23:00AM,2.1,11,35.84,125.14,전북군산시어청도서남서쪽81km해역
2021-02-0312:17:00PM,2.2,8,37.32,126.24,인천옹진군서남서쪽38km해역
2021-02-064:40:00AM,2.7,5,35.81,127.53,전북장수군북쪽18km지역
2021-02-083:37:00AM,3.2,24,40.67,127.45,북한함경남도장진북북동쪽37km지역
2021-02-087:46:00AM,2.3,24,40.64,127.62,북한함경남도장진북동쪽43km지역
2021-02-107:28:00PM,2.1,9,37.32,126.24,인천옹진군서남서쪽38km해역
2021-02-156:59:00PM,2.5,14,35.99,126.84,전북군산시동북동쪽10km지역
2021-02-219:03:00AM,2.2,18,35.47,126.34,전남영광군북서쪽27km해역
2021-03-162:51:00AM,2.6,18,35.76,129.19,경북경주시남남서쪽11km지역
2021-04-139:56:00PM,2,13,36.02,126.91,전북익산시북북서쪽9km지역
2021-04-161:43:00AM,2.2,11,37.29,127.71,경기여주시동쪽7km지역
2021-04-192:20:00PM,3.7,15,35.07,125.08,전남신안군흑산도북서쪽54km해역
2021-04-193:48:00PM,2.7,20,41.28,129.13,북한함경북도길주북북서쪽40km지역
2021-04-202:13:00AM,2.6,15,35.08,125.05,전남신안군흑산도북서쪽57km해역
2021-04-232:41:00AM,2.2,6,40.49,127.51,북한함경남도장진동북동쪽26km지역
2021-04-255:07:00PM,2.3,5,37.48,124.36,인천옹진군백령도남남서쪽60km해역
2021-04-2812:00:00PM,2.5,20,35.65,129.79,울산동구동북동쪽37km해역
2021-04-295:12:00AM,2,18,35.65,129.83,울산동구동북동쪽41km해역
2021-04-304:15:00PM,2.1,7,35.52,128.88,경남밀양시동쪽12km지역
2021-05-136:04:00AM,2,10,35.89,127.33,전북완주군동쪽15km지역
2021-05-266:13:00AM,2.2,0,35.83,124.56,충남태안군서격렬비도남서쪽124km해역
2021-05-3011:53:00PM,2.4,9,38.73,126.06,북한황해북도연산남서쪽23km지역
2021-06-076:34:00PM,2.1,13,33.68,128.07,전남여수시거문도동남동쪽80km해역
2021-06-136:13:00AM,2,26,36.97,130.34,경북울릉군울릉도남서쪽76km해역
2021-06-1311:57:00PM,2.5,15,41.29,129.13,북한함경북도길주북북서쪽41km지역
2021-06-1410:42:00PM,2.4,20,35.81,129.77,경북포항시남구동남동쪽43km해역
2021-07-076:57:00AM,2.3,20,36.77,128.46,경북예천군북쪽14km지역
2021-07-266:50:00AM,2.2,14,36.32,128.21,경북상주시남남동쪽11km지역
2021-07-315:17:00AM,2.5,22,35.65,128.4,대구달성군남남서쪽14km지역
2021-08-012:19:00PM,2.2,13,35.65,129.53,울산북구동북동쪽17km해역
2021-08-159:32:00AM,2,18,35.1,129.78,부산기장군동남동쪽53km해역
2021-08-184:57:00PM,2.1,0,35.1,129.84,부산기장군동남동쪽58km해역
2021-08-2010:26:00PM,2.1,5,38.37,127.99,북한강원회양남동쪽50km지역
2021-08-219:40:00AM,4,7,35.7,124.7,전북군산시어청도서남서쪽124km해역
2021-08-263:58:00PM,2.3,17,35.07,125.12,전남신안군흑산도북북서쪽52km해역
2021-08-287:03:00AM,2.2,15,35,127.73,전남광양시북북동쪽7km지역
2021-08-291:03:00PM,2.2,9,35.31,128.49,경남함안군동북동쪽9km지역
2021-08-296:47:00PM,2.6,15,36.98,125.02,충남태안군서격렬비도북서쪽62km해역
2021-09-016:39:00PM,2.4,15,41.3,129.13,북한함경북도길주북북서쪽42km지역
2021-09-113:47:00AM,2.1,8,41.29,129.15,북한함경북도길주북북서쪽40km지역
2021-09-122:04:00AM,2.1,13,35.53,128.53,경남창녕군동남동쪽4km지역
2021-09-143:36:00AM,2.2,16,35.41,128.78,경남밀양시남남동쪽11km지역
2021-09-175:30:00AM,2.2,8,36.71,126.12,충남태안군서남서쪽16km지역
2021-09-206:58:00AM,2.2,8,34.88,127.25,전남보성군북동쪽20km지역
2021-09-2312:02:00PM,2.6,16,35.42,128.49,경남창녕군남쪽14km지역
2021-10-069:55:00PM,2.5,13,35.25,127.86,경남하동군북북동쪽23km지역
2021-10-1711:13:00PM,2.4,33,41.26,129.45,북한함경북도길주북북동쪽36km지역
2021-10-196:41:00AM,2.6,0,40.37,127.28,북한함경남도장진동남동쪽4km지역
2021-10-196:45:00AM,2.8,0,40.41,127.27,북한함경남도장진북동쪽4km지역
2021-10-1910:13:00PM,2.2,22,35.9,129.75,경북포항시남구동남동쪽37km해역
2021-10-226:51:00AM,2.4,14,36.9,128.22,충북제천시남쪽26km지역
2021-11-121:31:00AM,2.1,8,36.15,129.38,경북포항시북구북쪽12km지역
2021-11-1611:57:00AM,2.1,18,35.06,125.06,전남신안군흑산도북서쪽54km해역
2021-11-168:53:00PM,2.1,8,34.5,125.9,전남진도군서쪽33km해역
2021-11-171:39:00AM,2.9,19,35.66,129.75,울산동구동북동쪽35km해역
2021-11-192:35:00AM,2.2,11,33.85,124.77,전남신안군흑산도남남서쪽109km해역
2021-11-225:19:00AM,2.1,7,35.48,127.11,전북순창군북북서쪽12km지역
2021-12-0412:33:00PM,2.3,20,38.02,124.52,인천옹진군백령도서북서쪽16km해역
2021-12-0910:57:00AM,2.6,17,33.85,125.51,전남신안군흑산도남쪽91km해역
2021-12-145:19:00PM,4.9,17,33.09,126.16,제주서귀포시서남서쪽41km해역
2021-12-153:06:00PM,2.8,14,33.14,126.15,제주서귀포시서남서쪽40km해역
2021-12-1510:02:00PM,2.3,10,35.79,127.8,경남거창군북서쪽15km지역
2021-12-176:22:00AM,3.2,18,33.12,126.18,제주서귀포시서남서쪽38km해역
